Type,Region,Name,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Malaysia,Malaysia 10GB 30Days (nonhkip),$7.00,$14.00,MY,10,30,MY_10_30_nonhkip,MY,PLDG73P5E,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Malaysia,Malaysia 1GB 7Days,$0.70,$1.40,MY,1,7,MY_1_7,MY,JC027,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Malaysia,Malaysia 1GB 7Days (nonhkip),$1.00,$2.00,MY,1,7,MY_1_7_nonhkip,MY,P298MQEKY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Malaysia,Malaysia 1GB/Day (nonhkip),$0.90,$1.80,MY,1,1,MY_1_Daily_nonhkip,MY,PKFR059MT,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Malaysia,Malaysia 20GB 30Days,$8.20,$16.40,MY,20,30,MY_20_30,MY,JC097,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Malaysia,Malaysia 20GB 30Days (nonhkip),$12.00,$24.00,MY,20,30,MY_20_30_nonhkip,MY,P04JBY6XN,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Malaysia,Malaysia 2GB/Day (nonhkip),$1.70,$3.40,MY,2,1,MY_2_Daily_nonhkip,MY,P9BPF41DU,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Malaysia,Malaysia 3GB 15Days,$1.70,$3.40,MY,3,15,MY_3_15,MY,JC028,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Malaysia,Malaysia 3GB 15Days (nonhkip),$2.60,$5.20,MY,3,15,MY_3_15_nonhkip,MY,P1UL34KDX,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Malaysia,Malaysia 500MB/Day (nonhkip),$0.50,$1.00,MY,0,1,MY_0.5_Daily_nonhkip,MY,PJJ7HCK42,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Malaysia,Malaysia 50GB 180Days,$28.00,$56.00,MY,50,180,MY_50_180,MY,PBAGTADCE,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Malaysia,Malaysia 5GB 30Days,$2.70,$5.40,MY,5,30,MY_5_30,MY,JC029,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Malaysia,Malaysia 5GB 30Days (nonhkip),$4.00,$8.00,MY,5,30,MY_5_30_nonhkip,MY,PSG213EBL,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Mali,Mali 1GB 7Days,$7.10,$14.20,ML,1,7,ML_1_7,ML,CKH381,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mali,Mali 3GB 15Days,$17.60,$35.20,ML,3,15,ML_3_15,ML,CKH410,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Malta,Malta 10GB 30Days,$9.90,$19.80,MT,10,30,MT_10_30,MT,CKH189,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Malta,Malta 1GB 7Days,$1.50,$3.00,MT,1,7,MT_1_7,MT,CKH187,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Malta,Malta 20GB 30Days,$16.80,$33.60,MT,20,30,MT_20_30,MT,CKH706,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Malta,Malta 3GB 15Days,$3.70,$7.40,MT,3,15,MT_3_15,MT,CKH188,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Malta,Malta 3GB 30Days,$3.80,$7.60,MT,3,30,MT_3_30,MT,CKH095,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Malta,Malta 5GB 30Days,$5.70,$11.40,MT,5,30,MT_5_30,MT,CKH134,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mexico,Mexico 10GB 30Days,$15.20,$30.40,MX,10,30,MX_10_30,MX,P84BJ7UTL,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mexico,Mexico 1GB 7Days,$2.30,$4.60,MX,1,7,MX_1_7,MX,CKH518,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mexico,Mexico 20GB 30Days,$25.00,$50.00,MX,20,30,MX_20_30,MX,CKH798,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mexico,Mexico 3GB 15Days,$5.70,$11.40,MX,3,15,MX_3_15,MX,CKH644,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mexico,Mexico 3GB 30Days,$5.90,$11.80,MX,3,30,MX_3_30,MX,P8DKZK30Q,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mexico,Mexico 5GB 30Days,$8.80,$17.60,MX,5,30,MX_5_30,MX,CKH645,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Moldova,Moldova 1GB 7Days,$1.80,$3.60,MD,1,7,MD_1_7,MD,CKH523,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Moldova,Moldova 3GB 15Days,$4.60,$9.20,MD,3,15,MD_3_15,MD,CKH647,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Monaco,Monaco 1GB 7Days,$7.10,$14.20,MC,1,7,MC_1_7,MC,CKH524,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Monaco,Monaco 3GB 15Days,$17.60,$35.20,MC,3,15,MC_3_15,MC,CKH650,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Monaco,Monaco 5GB 30Days,$26.00,$52.00,MC,5,30,MC_5_30,MC,CKH651,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Mongolia,Mongolia 1GB 7Days,$14.00,$28.00,MN,1,7,MN_1_7,MN,MB004,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Mongolia,Mongolia 3GB 15Days,$34.00,$68.00,MN,3,15,MN_3_15,MN,MB010,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Montenegro,Montenegro 1GB 7Days,$2.30,$4.60,ME,1,7,ME_1_7,ME,CKH1023,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Montenegro,Montenegro 3GB 15Days,$5.70,$11.40,ME,3,15,ME_3_15,ME,CKH1024,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Morocco,Morocco 1GB 7Days,$1.50,$3.00,MA,1,7,MA_1_7,MA,CKH382,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE
Single,Morocco,Morocco 20GB 30Days,$16.80,$33.60,MA,20,30,MA_20_30,MA,CKH829,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE
Single,Morocco,Morocco 3GB 15Days,$3.70,$7.40,MA,3,15,MA_3_15,MA,CKH411,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE
Single,Morocco,Morocco 500MB/Day,$0.73,$1.46,MA,0,1,MA_0.5_Daily,MA,PRPJ3X0Y2,First Network Connection,180,3G/4G/5G,Non-reloadable,BE
Single,Mozambique,Mozambique 1GB 7Days,$5.70,$11.40,MZ,1,7,MZ_1_7,MZ,MB043,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Mozambique,Mozambique 20GB 30Days,$63.00,$126.00,MZ,20,30,MZ_20_30,MZ,MB055,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Mozambique,Mozambique 3GB 15Days,$14.10,$28.20,MZ,3,15,MZ_3_15,MZ,MB047,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Nepal,Nepal 1GB 7Days,$8.90,$17.80,NP,1,7,NP_1_7,NP,MB003,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Nepal,Nepal 3GB 15Days,$21.00,$42.00,NP,3,15,NP_3_15,NP,MB013,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Netherlands,Netherlands 10GB 30Days,$6.10,$12.20,NL,10,30,NL_10_30,NL,CKH235,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Netherlands,Netherlands 1GB 7Days,$0.90,$1.80,NL,1,7,NL_1_7,NL,CKH233,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Netherlands,Netherlands 20GB 30Days,$10.60,$21.20,NL,20,30,NL_20_30,NL,CKH724,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Netherlands,Netherlands 3GB 15Days,$2.20,$4.40,NL,3,15,NL_3_15,NL,CKH234,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Netherlands,Netherlands 3GB 30Days,$2.30,$4.60,NL,3,30,NL_3_30,NL,CKH009,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Netherlands,Netherlands 50GB 180Days,$30.00,$60.00,NL,50,180,NL_50_180,NL,P6D7MCOBF,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Netherlands,Netherlands 5GB 30Days,$3.40,$6.80,NL,5,30,NL_5_30,NL,CKH010,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,New Zealand,New Zealand 10GB 30Days,$12.20,$24.40,NZ,10,30,NZ_10_30,NZ,JC082,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,New Zealand,New Zealand 1GB 7Days,$1.80,$3.60,NZ,1,7,NZ_1_7,NZ,JC031,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,New Zealand,New Zealand 20GB 30Days,$20.00,$40.00,NZ,20,30,NZ_20_30,NZ,JC083,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,New Zealand,New Zealand 2GB/Day,$2.90,$5.80,NZ,2,1,NZ_2_Daily,NZ,P7L62ZCMR,First Network Connection,180,3G/4G,Non-reloadable,
Single,New Zealand,New Zealand 3GB 15Days,$4.60,$9.20,NZ,3,15,NZ_3_15,NZ,JC032,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,New Zealand,New Zealand 3GB/Day,$4.20,$8.40,NZ,3,1,NZ_3_Daily,NZ,P65ZSJGC3,First Network Connection,180,3G/4G,Non-reloadable,
Single,New Zealand,New Zealand 50GB 180Days,$45.00,$90.00,NZ,50,180,NZ_50_180,NZ,PEIHJAQVY,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,New Zealand,New Zealand 5GB 30Days,$7.00,$14.00,NZ,5,30,NZ_5_30,NZ,JC033,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Nicaragua,Nicaragua 1GB 7Days,$4.60,$9.20,NI,1,7,NI_1_7,NI,CKH311,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Nicaragua,Nicaragua 3GB 15Days,$11.20,$22.40,NI,3,15,NI_3_15,NI,CKH327,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Niger,Niger 1GB 7Days,$7.10,$14.20,NE,1,7,NE_1_7,NE,CKH383,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Niger,Niger 3GB 15Days,$17.60,$35.20,NE,3,15,NE_3_15,NE,CKH412,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Nigeria,Nigeria 1GB 7Days,$4.60,$9.20,NG,1,7,NG_1_7,NG,CKH384,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Nigeria,Nigeria 3GB 15Days,$11.20,$22.40,NG,3,15,NG_3_15,NG,CKH413,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,North America (3 areas),North America  1GB 7Days Single Use,$2.50,$5.00,NA-3,1,7,NA-3_1_7_End,"MX,US,CA",PB2CS54LH,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Multi-Area,North America (3 areas),North America 1.5GB/Day,$3.20,$6.40,NA-3,1,1,NA-3_1.5_Daily,"MX,US,CA",P5SQ1FXCQ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Multi-Area,North America (3 areas),North America 10GB 30Days Single Use,$19.00,$38.00,NA-3,10,30,NA-3_10_30_End,"MX,US,CA",PF2BEFF37,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Multi-Area,North America (3 areas),North America 10GB/Day,$15.10,$30.20,NA-3,10,1,NA-3_10_Daily,"MX,US,CA",PVT108ZDN,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Multi-Area,North America (3 areas),North America 1GB/Day,$2.20,$4.40,NA-3,1,1,NA-3_1_Daily,"MX,US,CA",PCTEPKHJW,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Multi-Area,North America (3 areas),North America 2GB/Day,$4.30,$8.60,NA-3,2,1,NA-3_2_Daily,"MX,US,CA",PWTRNZF6E,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
